MAL_ID,Name,Score,Genres,Type,Premiered,Studios,Rating,Popularity
22175,The Harmonic Gleam Vibration,4.96,Dementia,Movie,Unknown,Unknown,PG-13 - Teens 13 or older,12763
22177,Madonna (Movie),3.19,Dementia,Movie,Unknown,Unknown,R+ - Mild Nudity,10726
22179,Aki no Puzzle,2.63,Dementia,Movie,Unknown,Unknown,R+ - Mild Nudity,9448
22181,Shunga,4.42,Dementia,Movie,Unknown,Unknown,R+ - Mild Nudity,11470
22189,Futsuu no Joshikousei ga [Locodol] Yattemita.,6.9,"Slice of Life, Comedy, Seinen",TV,Summer 2014,feel.,PG-13 - Teens 13 or older,2594
22197,Yuuto-kun ga Iku Movie,Unknown,"Kids, Sports",Movie,Unknown,Shirogumi,PG - Children,15643
22199,Akame ga Kill!,7.53,"Action, Adventure, Drama, Fantasy, Shounen",TV,Summer 2014,White Fox,R - 17+ (violence & profanity),25
22205,Be Blues! Ao ni Nare,5.46,"Sports, Shounen",ONA,Unknown,Unknown,G - All Ages,12356
22215,Pretty Rhythm: All Star Selection,6.36,"Music, Shoujo, Sports",TV,Spring 2014,"Tatsunoko Production, Dongwoo A&E",PG - Children,8363
22219,Warera Salaryman Tou,Unknown,"Comedy, Slice of Life",TV,Fall 1970,Unknown,G - All Ages,14768
22221,Monoshiri Daigaku: Ashita no Calendar,5.77,Historical,TV,Summer 1966,Unknown,G - All Ages,12362
22225,Momo Kyun Sword,5.59,"Comedy, Ecchi, Fantasy",TV,Summer 2014,"Project No.9, Tri-Slash",R+ - Mild Nudity,3036
22231,Tenshi no Shippo Chu!: Tenshi no Utagoe,6.04,"Magic, Romance, Fantasy",OVA,Unknown,Unknown,PG-13 - Teens 13 or older,11737
22239,Mahou no Yousei Persia Pilot,Unknown,Magic,Special,Unknown,Studio Pierrot,PG - Children,13047
22241,Ribbon no Kishi Pilot,Unknown,Adventure,Special,Unknown,Mushi Production,G - All Ages,12662
22247,Azumi Mamma★Mia,Unknown,"Comedy, Kids",TV,Summer 1997,Toei Animation,Unknown,13304
22249,Yodaka no Hoshi,6.43,"Kids, Adventure",Movie,Unknown,Unknown,G - All Ages,8602
22255,Kanojo no Dokushinshatachi ni Yotte Hadaka ni Sareta Seifuku no Shojo Kenkyuu,4.4,"Dementia, Music",Movie,Unknown,Unknown,R+ - Mild Nudity,11186
22265,Free!: Eternal Summer,7.68,"Slice of Life, Comedy, Sports, Drama, School",TV,Summer 2014,"Kyoto Animation, Animation Do",PG-13 - Teens 13 or older,450
22271,Aries: Shinwa no Seizakyuu,Unknown,"Fantasy, Romance, Shoujo, Supernatural",OVA,Unknown,Unknown,PG-13 - Teens 13 or older,13026
22273,Selector Infected WIXOSS,7.26,"Game, Psychological",TV,Spring 2014,J.C.Staff,R - 17+ (violence & profanity),1153
22275,OL Kaizou Kouza,Unknown,"Comedy, Slice of Life",OVA,Unknown,TMS Entertainment,PG-13 - Teens 13 or older,13142
22279,Watashitachi no Kurashi to Doboku,Unknown,"Historical, Kids, Samurai",OVA,Unknown,Unknown,G - All Ages,15371
22293,Mahou no Yousei Persia: Escape!,5.75,Music,Music,Unknown,Studio Pierrot,R+ - Mild Nudity,12611
22295,Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya,5.81,"Historical, Romance, Fantasy, Josei",OVA,Unknown,Unknown,PG-13 - Teens 13 or older,7100
22297,Fate/stay night: Unlimited Blade Works,8.22,"Action, Fantasy, Magic, Supernatural",TV,Fall 2014,ufotable,R - 17+ (violence & profanity),119
22313,Shinken Densetsu: Tight Road,Unknown,"Action, Martial Arts",TV,Fall 1994,Toei Animation,PG-13 - Teens 13 or older,12659
22319,Tokyo Ghoul,7.81,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen",TV,Summer 2014,Studio Pierrot,R - 17+ (violence & profanity),7
22325,Ningen Kakumei,Unknown,Slice of Life,OVA,Unknown,Toei Animation,PG-13 - Teens 13 or older,14892
22327,Himalaya no Hikari no Oukoku,Unknown,"Adventure, Music, Fantasy",OVA,Unknown,Toei Animation,G - All Ages,14399
22329,Daisougen to Hakuba,Unknown,"Adventure, Music, Historical",OVA,Unknown,Toei Animation,G - All Ages,13621
22335,Teekyuu 3 Specials,6.53,"Comedy, School, Shounen, Sports",Special,Unknown,MAPPA,PG-13 - Teens 13 or older,5348
22345,Funny Pets 2nd Season,5.56,Comedy,TV,Fall 2006,Unknown,PG-13 - Teens 13 or older,13258
22347,Pandra The Animation: Shiroki Yokubou Kuro no Kibou,6.91,"Fantasy, Hentai, Supernatural, Demons",OVA,Unknown,Unknown,Rx - Hentai,5866
22359,Sanzoku no Musume Ronja,7.15,Adventure,TV,Fall 2014,"Studio Ghibli, Polygon Pictures",G - All Ages,3295
22361,Shichinin no Nana: Oshougatsu Da yo! 7 x 7 = 49-nin no Nana?,6.33,"Adventure, Comedy, Magic",Special,Unknown,A.C.G.T.,PG-13 - Teens 13 or older,12006
22377,Wonder Momo,3.6,"Action, Game, Martial Arts, School",ONA,Unknown,Graphinica,PG-13 - Teens 13 or older,6255
22381,Nandaka Velonica,6,"Comedy, Fantasy, Kids",TV,Winter 2014,Cyclone Graphics,G - All Ages,10302
22385,a_caFe,4.63,"Fantasy, Music",Music,Unknown,Unknown,G - All Ages,11216
22391,Ring Ring Boy,Unknown,Dementia,Movie,Unknown,Unknown,G - All Ages,15074
22393,Sora e,Unknown,"Music, Kids, Fantasy",Music,Unknown,Unknown,G - All Ages,14321
22411,Asa ga Kuru mae ni: Sasurai Version,5.62,"Music, Romance",Music,Unknown,Unknown,G - All Ages,12732
22413,Nihon Mukashibanashi: Warashibe Chouja,Unknown,Kids,Movie,Unknown,Unknown,G - All Ages,14785
22415,Aoi Heya,4.66,"Fantasy, Music",Music,Unknown,Unknown,G - All Ages,11849
22417,Quantum Leap,4.87,"Action, Music",Music,Unknown,Production I.G,PG-13 - Teens 13 or older,12614
22419,Acchi Kocchi,7.12,Dementia,Movie,Unknown,Unknown,R - 17+ (violence & profanity),5657
22421,Licca-chan to Mahou no Kuni,Unknown,"Fantasy, Kids",ONA,Unknown,DLE,G - All Ages,15304
22427,Computer Obaachan,5.06,"Adventure, Comedy, Kids, Music, Sci-Fi, Space",Music,Unknown,Unknown,G - All Ages,12742
22429,Itadaki! Seieki♥,7.46,"Hentai, Supernatural",OVA,Unknown,Unknown,Rx - Hentai,2403
22433,Break Blade,7.29,"Action, Military, Fantasy, Mecha, Shounen",TV,Spring 2014,"Production I.G, Xebec",R - 17+ (violence & profanity),1667
22435,New Mobile Report Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai,6.15,"Action, Mecha, Sci-Fi",Special,Unknown,Sunrise,PG-13 - Teens 13 or older,7769
22439,Hello Kitty: Ringo no Mori no Mystery,Unknown,"Comedy, Kids, Mystery",TV,Winter 2007,Asahi Production,PG - Children,12918
22441,Hello Kitty: Ringo no Mori to Parallel Town,Unknown,"Comedy, Fantasy, Kids",TV,Fall 2007,Asahi Production,PG - Children,12809
22443,Hello Kitty no Alps no Shoujo Heidi,6.01,Kids,OVA,Unknown,Unknown,G - All Ages,11562
22445,Hello Kitty no Yappari Mama ga Suki,Unknown,"Fantasy, Kids",OVA,Unknown,Unknown,G - All Ages,13602
22447,Hello Kitty no Momotarou,5.88,"Fantasy, Kids",OVA,Unknown,Unknown,G - All Ages,12840
22449,Hello Kitty no Nagagutsu wo Naita Neko,Unknown,"Kids, Fantasy",OVA,Unknown,Unknown,G - All Ages,13525
22451,Bad Badtz-Maru no Ookami ga Kita!,Unknown,"Kids, Fantasy",OVA,Unknown,Unknown,G - All Ages,13200
22455,Hello Kitty no Circus ga Yatte Kita,Unknown,"Fantasy, Kids",OVA,Unknown,Unknown,G - All Ages,13425
22457,Hello Kitty no Fushigi na Mizuumi,Unknown,"Fantasy, Kids",OVA,Unknown,Unknown,G - All Ages,14208
22459,Hello Kitty no Shoukoujo,Unknown,"Fantasy, Kids",OVA,Unknown,Unknown,G - All Ages,13930
22461,Hello Kitty no Yume Dorobou,Unknown,"Fantasy, Kids",OVA,Unknown,Unknown,G - All Ages,13608
22465,KutsuDaru.,Unknown,"Fantasy, Kids, School, Slice of Life",TV,Spring 2014,Egg,PG - Children,12033
22467,Minihams no Ai no Uta,5.4,"Kids, Music",Music,Unknown,Unknown,G - All Ages,13273
22469,Minihams no Kekkon Song,5.45,"Kids, Music",Music,Unknown,Unknown,G - All Ages,13509
22471,Mirakururun Grand Purin!,5.27,"Kids, Music",Music,Unknown,Unknown,G - All Ages,13574
22473,Pi~hyara Kouta,5.4,"Kids, Music",Music,Unknown,Unknown,G - All Ages,14152
22477,Hello Kitty no Tomatta Big Ben,Unknown,"Fantasy, Kids",OVA,Unknown,Unknown,G - All Ages,13729
22479,Hello Kitty no Mahou no Ringo,Unknown,"Fantasy, Kids",OVA,Unknown,Unknown,G - All Ages,13605
22481,Hello Kitty no Kieta Santa-san no Boushi,Unknown,"Kids, Fantasy",OVA,Unknown,Unknown,G - All Ages,13661
22483,Hello Kitty no Sanbiki no Kobuta,Unknown,"Kids, Fantasy",OVA,Unknown,Unknown,G - All Ages,13713
22485,Hello Kitty no Yuki no Joou,Unknown,"Kids, Fantasy",OVA,Unknown,Unknown,G - All Ages,13045
22487,Hello Kitty no Match Uri Shoujo,Unknown,"Kids, Fantasy",OVA,Unknown,Unknown,G - All Ages,13060
22489,Hello Kitty no Hansel to Gretel,5.86,"Fantasy, Kids",OVA,Unknown,Unknown,G - All Ages,13360
22491,Hello Kitty no Ou-sama no Mimi wa Roba no Mimi,Unknown,"Kids, Fantasy",OVA,Unknown,Unknown,G - All Ages,13560
22493,Pochacco no Jack to Mame no Ki,Unknown,"Kids, Fantasy",OVA,Unknown,Unknown,G - All Ages,14085
22495,Hello Kitty no Yume no Oshiro no Ouji-sama,Unknown,"Fantasy, Kids",OVA,Unknown,Unknown,G - All Ages,13971
22497,Hello Kitty no Kaguya-hime,5.75,"Kids, Fantasy",OVA,Unknown,Unknown,G - All Ages,11828
22499,Kitty to Mimmy no Happy Birthday,Unknown,"Kids, Fantasy",OVA,Unknown,Unknown,G - All Ages,14400
22503,Washimo,Unknown,"Sci-Fi, Slice of Life, Comedy, Kids, School",TV,Winter 2014,Studio Deen,G - All Ages,12748
22507,Initial D Final Stage,8.24,"Sports, Cars, Seinen",TV,Spring 2014,SynergySP,PG-13 - Teens 13 or older,1585
22509,Manga Nihonshi (NHK Han),Unknown,Historical,TV,Spring 1992,Unknown,G - All Ages,12858
22511,Kobutori,Unknown,"Comedy, Demons",Movie,Unknown,Unknown,G - All Ages,12706
22513,Freely Tomorrow,6.67,Music,Music,Unknown,Unknown,G - All Ages,8421
22523,Sekai no Hikari: Shinran Shounin,Unknown,Historical,OVA,Unknown,Unknown,PG-13 - Teens 13 or older,15599
22535,Kiseijuu: Sei no Kakuritsu,8.4,"Action, Sci-Fi, Horror, Psychological, Drama, Seinen",TV,Fall 2014,Madhouse,R - 17+ (violence & profanity),39
22537,Yami Shibai 2,6.5,"Dementia, Horror, Supernatural",TV,Summer 2014,ILCA,PG-13 - Teens 13 or older,2666
22541,Oniku Daisuki! Zeushi-kun,Unknown,Comedy,TV,Winter 2014,DLE,G - All Ages,12905
22543,Kyonyuu Kazoku Saimin,6.79,Hentai,OVA,Unknown,Unknown,Rx - Hentai,5389
22547,Blade & Soul,6.09,"Action, Adventure, Fantasy, Martial Arts",TV,Spring 2014,Gonzo,R - 17+ (violence & profanity),1299
22561,Virtual Star 2000,Unknown,"Action, Music",OVA,Unknown,Unknown,R+ - Mild Nudity,13673
22563,Hangyodon no Hadaka no Ou-sama,Unknown,"Kids, Fantasy",OVA,Unknown,Unknown,G - All Ages,14010
22565,Bad Badtz-Maru no Ari to Kirigirisu,Unknown,"Kids, Fantasy",OVA,Unknown,Unknown,G - All Ages,13393
22567,Osaru no Monkichi no Kin no Ono Gin no Ono,Unknown,Kids,OVA,Unknown,Unknown,G - All Ages,14528
22569,Pom Pom Purin no Usagi to Kame,Unknown,"Kids, Fantasy",OVA,Unknown,Unknown,G - All Ages,13991
22571,Ahiru no Pekkle no Ahiru no Drakestail,Unknown,"Kids, Fantasy",OVA,Unknown,Unknown,G - All Ages,13095
22573,Kero Kero Keroppi no Aladdin to Mahou no Lamp,Unknown,"Kids, Fantasy",OVA,Unknown,Unknown,G - All Ages,14117
22575,Ahiru no Pekkle no Minikui Ahiru no Ko,Unknown,"Kids, Fantasy",OVA,Unknown,Unknown,G - All Ages,13240
22577,Pom Pom Purin no Kitakaze to Taiyou,Unknown,"Kids, Fantasy",OVA,Unknown,Unknown,G - All Ages,14360
22583,Uchuu Kyoudai: Number Zero,7.6,"Sci-Fi, Slice of Life, Space, Comedy, Seinen",Movie,Unknown,A-1 Pictures,PG-13 - Teens 13 or older,6136
22585,Nukko.,Unknown,Comedy,TV,Spring 2012,Kachidoki Studio,PG-13 - Teens 13 or older,14414
22591,Patalliro Saiyuuki! Special,Unknown,"Adventure, Comedy, Fantasy, Shoujo, Shounen Ai",Special,Unknown,Unknown,PG-13 - Teens 13 or older,11690
22593,Potecco Babies (2011),Unknown,Comedy,ONA,Unknown,Shin-Ei Animation,G - All Ages,13880
22595,Kimezou no Kimarimonku Ja Kimaranee.,Unknown,Comedy,ONA,Unknown,Shin-Ei Animation,G - All Ages,15595
22597,Kimezou no Kimarimonku Ja Kimaranee. Featuring Sabu-Otoko,Unknown,Comedy,ONA,Unknown,Shin-Ei Animation,G - All Ages,15783
22603,Ahiru no Pekkle no Sindbad no Bouken,5.74,"Adventure, Fantasy, Kids",OVA,Unknown,Unknown,G - All Ages,12547
22605,Kero Kero Keroppi no Ganbare! Keroppooz,Unknown,"Kids, Fantasy, Sports",OVA,Unknown,Unknown,G - All Ages,13990
22607,Ahiru no Pekkle no Suieitaikai wa Oosawagi,Unknown,"Fantasy, Kids",OVA,Unknown,Unknown,G - All Ages,13068
22609,Patty & Jimmy no Kimikoso Superstar,Unknown,"Kids, Sports",OVA,Unknown,Unknown,G - All Ages,14742
22611,Ahiru no Pekkle no Aladdin to Mahou no Lamp,Unknown,"Kids, Fantasy",OVA,Unknown,Unknown,G - All Ages,13007
22613,Kero Kero Keroppi no Yowamushi-ouji no Daibouken,Unknown,"Adventure, Fantasy, Kids",OVA,Unknown,Unknown,G - All Ages,14197
22615,Kero Kero Keroppi no Kero Kero House no Himitsu,Unknown,"Fantasy, Kids",OVA,Unknown,Unknown,G - All Ages,14355
22617,Pochacco no Wakuwaku Birthday,Unknown,"Fantasy, Kids",OVA,Unknown,Unknown,G - All Ages,14787
22619,Kero Kero Keroppi no Tomodachitte Ii na,Unknown,Kids,OVA,Unknown,Unknown,G - All Ages,14822
22621,Ahiru no Pekkle no Hihou wo Sagase,Unknown,"Adventure, Fantasy, Kids",OVA,Unknown,Unknown,G - All Ages,13551
22623,Pochacco no Ninjin Hata wa Oosawagi,Unknown,"Fantasy, Kids",OVA,Unknown,Unknown,G - All Ages,14909
22625,Kero Kero Keroppi no Dai Bouken,Unknown,"Adventure, Fantasy, Kids",OVA,Unknown,Unknown,G - All Ages,14421
22627,Santa-san to Tonakai Kuppi,Unknown,"Fantasy, Kids",OVA,Unknown,Unknown,G - All Ages,14620
22631,Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland,Unknown,"Comedy, Parody",OVA,Unknown,Unknown,PG - Children,13126
22633,Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland Specials,Unknown,"Comedy, Parody",Special,Unknown,Unknown,PG - Children,13677
22635,Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland ONA,Unknown,"Comedy, Parody",ONA,Unknown,Unknown,PG - Children,13467
22637,Kero Kero Keroppi no Tomodachi ni Narou yo,Unknown,"Kids, Fantasy",OVA,Unknown,Unknown,G - All Ages,14555
22639,Kero Kero Keroppi no Tomodachi wa Mahoutsukai,Unknown,"Kids, Magic",OVA,Unknown,Unknown,G - All Ages,14456
22641,Kero Kero Keroppi no Bikkuri! Obakeyashiki,Unknown,"Kids, Supernatural",OVA,Unknown,Unknown,G - All Ages,14744
22643,Kero Kero Keroppi no Kyouryuu ga Deta,Unknown,"Fantasy, Kids",OVA,Unknown,Unknown,G - All Ages,15100
22645,Kero Kero Keroppi no Sora wo Tobetara,Unknown,"Adventure, Kids",OVA,Unknown,Unknown,G - All Ages,15048
22647,Kero Kero Keroppi no Sora Tobu Yume no Fune,Unknown,"Fantasy, Kids",OVA,Unknown,Unknown,G - All Ages,14924
22649,Kero Kero Keroppi no Sanjuushi,Unknown,"Fantasy, Kids",Movie,Unknown,Unknown,G - All Ages,14854
22651,Kero Kero Keroppi: Hasunoue Town Kiki Ippatsu!,Unknown,"Kids, Fantasy",TV,Fall 2006,Unknown,G - All Ages,14647
22653,Kero Kero Keroppi no Mitsubachi Daisoudou,Unknown,"Fantasy, Kids",OVA,Unknown,Unknown,G - All Ages,15210
22655,Nerawareta Megami Tenshi Angeltia: Mamotta Ningentachi ni Uragirarete,6.37,Hentai,OVA,Unknown,PoRO,Rx - Hentai,6729
22657,Shin Seikimatsu: Yatsuto no Souguu,Unknown,"Comedy, Sci-Fi",ONA,Unknown,Unknown,PG - Children,14757
22661,One Piece: Cry Heart,6.6,"Fantasy, Shounen",Special,Unknown,Unknown,PG-13 - Teens 13 or older,5880
22663,Seiken Tsukai no World Break,6.91,"Action, Fantasy, Harem, Romance, School, Supernatural",TV,Winter 2015,Diomedéa,R - 17+ (violence & profanity),615
22669,Gohan Kaijuu Pap,Unknown,"Action, Comedy, Kids",TV,Spring 2011,DLE,G - All Ages,13972
22671,Momoya x Peeping Life: Go en Desu yo! II,5.87,"Slice of Life, Comedy",ONA,Unknown,Unknown,PG - Children,12559
22673,Kuroko no Basket 2nd Season NG-shuu,7.74,"Comedy, Sports",Special,Unknown,Production I.G,PG-13 - Teens 13 or older,2271
22675,Peeping Life: Gekijou Original-ban,5.52,"Comedy, Slice of Life",Movie,Unknown,Unknown,PG - Children,12998
22677,Appleseed Alpha,7.04,"Action, Adventure, Police, Mecha, Military, Sci-Fi, Seinen",Movie,Unknown,Sola Digital Arts,R - 17+ (violence & profanity),4125
22683,Shiroishi no Yousei Pichi,Unknown,"Fantasy, Historical, Kids",ONA,Unknown,Asahi Production,PG - Children,14448
22687,Terra Formars,7.04,"Action, Sci-Fi, Space, Horror, Drama, Seinen",TV,Fall 2014,LIDENFILMS,R - 17+ (violence & profanity),802
22689,Terra Formars: Bugs 2-hen,7.19,"Action, Horror, Sci-Fi, Space",OVA,Unknown,LIDENFILMS,R - 17+ (violence & profanity),2872
22693,Lady Jewelpet,7.39,"Fantasy, Magic, Romance, Shoujo",TV,Spring 2014,"Studio Comet, Zexcs",PG - Children,5384
22695,Dragon Ball Z: Summer Vacation Special,6.62,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",Special,Unknown,Toei Animation,PG-13 - Teens 13 or older,4921
22699,Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,6.53,"Action, Slice of Life, Adventure, Fantasy, Martial Arts, Comedy, Super Power, Shounen",Special,Unknown,Toei Animation,PG-13 - Teens 13 or older,4513
22709,Zettai Zetsumei Dangerous Jiisan (2005),Unknown,"Comedy, Kids",TV,Spring 2005,Unknown,PG - Children,14592
22711,Wazaguu! vs. Dangerous Jiisan Ja: Houfukuzettou! Anime Quiz,Unknown,"Kids, Comedy",OVA,Unknown,Unknown,G - All Ages,15358
22729,Aldnoah.Zero,7.44,"Action, Military, Sci-Fi, Mecha",TV,Summer 2014,"A-1 Pictures, TROYCA",R - 17+ (violence & profanity),299
22733,Dragon Collection,6.24,"Fantasy, Shounen",TV,Spring 2014,OLM,PG-13 - Teens 13 or older,6783
22735,Oreca Battle,5.91,Game,TV,Spring 2014,"Xebec, OLM",G - All Ages,8547
22745,Brothers Conflict: Setsubou,6.55,"Harem, Romance, Shoujo",Special,Unknown,Brain's Base,PG-13 - Teens 13 or older,3769
22755,Chikasugi Idol Akae-chan,Unknown,"Comedy, Game, Parody",TV,Winter 2014,DLE,PG-13 - Teens 13 or older,13750
22757,X Maiden,Unknown,"Slice of Life, Comedy, School",ONA,Unknown,Unknown,PG-13 - Teens 13 or older,11177
22759,Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,6.8,Comedy,OVA,Unknown,J.C.Staff,PG-13 - Teens 13 or older,3200
22763,Kara no Kyoukai: Mirai Fukuin - Extra Chorus,7.49,"Drama, Mystery, Seinen, Supernatural",Special,Unknown,ufotable,R - 17+ (violence & profanity),2756
22777,Dragon Ball Kai (2014),7.69,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",TV,Spring 2014,Toei Animation,PG-13 - Teens 13 or older,1164
22785,Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,6.32,"Comedy, Romance, School, Shoujo Ai, Slice of Life",ONA,Unknown,ChuChu,PG-13 - Teens 13 or older,6078
22789,Barakamon,8.41,"Comedy, Slice of Life",TV,Summer 2014,Kinema Citrus,PG-13 - Teens 13 or older,235
22791,Sora Iro Hana Iro,Unknown,"Drama, Slice of Life",Movie,Unknown,Unknown,PG - Children,15376
22815,Yariman Fudousan,6,Hentai,OVA,Unknown,Unknown,Rx - Hentai,7709
22817,Kindaichi Shounen no Jikenbo Returns,7.53,"Mystery, Shounen",TV,Spring 2014,Toei Animation,R - 17+ (violence & profanity),4186
22819,Aikatsu! Movie,7.41,"Slice of Life, Music, School, Shoujo",Movie,Unknown,Sunrise,PG - Children,5979
22821,Himitsukessha Taka no Tsume EX,Unknown,"Comedy, Parody, Super Power",TV,Spring 2014,DLE,PG-13 - Teens 13 or older,12986
22827,Magical★Taruruuto-kun Movie,Unknown,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",Movie,Unknown,Toei Animation,G - All Ages,13548
22831,Abarenbou Rikishi!! Matsutarou,6.11,"Sports, Seinen",TV,Spring 2014,Toei Animation,PG-13 - Teens 13 or older,5358
22835,Himegoto,5.94,"Slice of Life, Comedy, Ecchi, School",TV,Summer 2014,Asahi Production,PG-13 - Teens 13 or older,1448
22839,Cross Road,7.4,"Slice of Life, School",Special,Unknown,CoMix Wave Films,G - All Ages,2097
22841,Okashina Hotel,5.12,Dementia,Special,Unknown,Unknown,G - All Ages,10506
22845,Suzu 3 Tarou,Unknown,"Comedy, Kids",ONA,Unknown,Unknown,G - All Ages,16128
22847,Kara no Kyoukai: Mirai Fukuin - Manner Movie,6.1,Drama,Movie,Unknown,ufotable,G - All Ages,5371
22849,Nyamen,Unknown,Comedy,TV,Winter 2014,Unknown,G - All Ages,10490
22851,Apo Apo World: Giant Baba 90-bun 1-hon Shoubu,Unknown,"Sports, Comedy",Movie,Unknown,Unknown,G - All Ages,14854
22859,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,7.18,Comedy,Special,Unknown,Kyoto Animation,PG-13 - Teens 13 or older,3112
22865,Rokujouma no Shinryakusha!? (TV),7.18,"Harem, Comedy, Supernatural, School",TV,Summer 2014,SILVER LINK.,PG-13 - Teens 13 or older,1000
22877,Seireitsukai no Blade Dance,6.82,"Action, Harem, Comedy, Supernatural, Romance, Ecchi, Fantasy, School",TV,Summer 2014,TNK,PG-13 - Teens 13 or older,499
22887,Hyokkori Hyoutan Shima,Unknown,"Adventure, Kids",Movie,Unknown,Toei Animation,G - All Ages,15157
22893,Mon Cheri CoCo,Unknown,"Romance, Shoujo",TV,Summer 1972,Unknown,G - All Ages,11931
22901,Love es M The Animation,6.4,Hentai,OVA,Unknown,Unknown,Rx - Hentai,7656
22943,Mugen Senshi Valis,5.59,"Action, Adventure, Fantasy",Special,Unknown,Sunrise,PG-13 - Teens 13 or older,11737
22953,Hana no Zundamaru: Junk,Unknown,"Martial Arts, Comedy, Parody",ONA,Unknown,Unknown,G - All Ages,14362
22955,Francesca,5.49,"Fantasy, Comedy",TV,Summer 2014,Telecom Animation Film,PG-13 - Teens 13 or older,5186
22959,Angel ga Tonda Hi,Unknown,"Slice of Life, Comedy",Movie,Unknown,Unknown,G - All Ages,14648
22961,Date A Live II: Kurumi Star Festival,7.92,"Slice of Life, Romance",OVA,Unknown,Production IMS,PG-13 - Teens 13 or older,1157
22973,Sangokushi,Unknown,"Action, Historical",Special,Unknown,Unknown,PG-13 - Teens 13 or older,14186
22975,Kaibutsu-kun: Demon no Ken,Unknown,"Comedy, Horror, Kids, Shounen",Movie,Unknown,Shin-Ei Animation,G - All Ages,13622
22977,Kaibutsu-kun: Kaibutsu Land e no Shoutai,Unknown,"Comedy, Horror, Kids, Shounen",Movie,Unknown,Shin-Ei Animation,G - All Ages,14107
22979,Magical★Taruruuto-kun: Sukisuki Takoyaki!,Unknown,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",Movie,Unknown,Toei Animation,G - All Ages,13716
22981,Magical★Taruruuto-kun: Moeru! Yuujou no Mahou Taisen,Unknown,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",Movie,Unknown,Toei Animation,G - All Ages,13665
22983,Hipira-kun ONA,5.72,"Comedy, Fantasy, Kids, Supernatural, Vampire",ONA,Unknown,Sunrise,PG - Children,11206
22985,Hipira-kun Special,5.75,"Comedy, Fantasy, Kids, Supernatural, Vampire",Special,Unknown,Sunrise,PG - Children,11953
22991,Obake no Q-Tarou: Susume! 1/100 Daisakusen,Unknown,"Comedy, Kids, School, Slice of Life, Supernatural",Movie,Unknown,Shin-Ei Animation,G - All Ages,15087
22993,Obake no Q-Tarou: Tobidase! Bake Bake Daisakusen,Unknown,"Comedy, Kids, School, Slice of Life",Movie,Unknown,Shin-Ei Animation,G - All Ages,15106
22995,Shisei Sasshin,Unknown,Slice of Life,Movie,Unknown,Unknown,G - All Ages,15707
22997,Shin Skyers 5,Unknown,"Action, Sci-Fi",TV,Fall 1971,Unknown,G - All Ages,13713
22999,Nippon Tanjou,Unknown,Historical,TV,Summer 1970,Mushi Production,G - All Ages,14229
23001,Manga Jinbutsushi,Unknown,Historical,TV,Summer 1970,Unknown,G - All Ages,14032
23003,Tanoshii Bunmeishi: Tetsu Monogatari,Unknown,"Historical, Slice of Life",Movie,Unknown,Toei Animation,G - All Ages,14278
23005,Mogura no Motoro,Unknown,Slice of Life,Movie,Unknown,Toei Animation,G - All Ages,14237
23007,Ookami Shounen Ken (Movie),Unknown,"Adventure, Kids",Movie,Unknown,Toei Animation,G - All Ages,14494
23009,Ookami Shounen Ken: Arabia no Kaijin - Ma no Iwa no Kettou,Unknown,"Adventure, Kids",Movie,Unknown,Toei Animation,G - All Ages,13963
23011,Otoko Doahou! Koushien,Unknown,"Action, Sports",TV,Fall 1970,Unknown,G - All Ages,13281
23013,Norakuro,Unknown,Comedy,TV,Fall 1970,Eiken,G - All Ages,13222
23015,Hazedon,Unknown,"Kids, Adventure, Comedy",TV,Fall 1972,Sunrise,PG - Children,14799
23023,Peaceful Times (F02) Petit Film,4.85,Music,Music,Unknown,Khara,G - All Ages,7415
23029,Popful Mail,5.77,"Comedy, Fantasy, Music",Music,Unknown,Studio Fantasia,PG-13 - Teens 13 or older,12838
23031,Ashita no Kibou: Kanashimi yo Arigatou - Takae Tsuneo Monogatari,Unknown,"Drama, Slice of Life",Movie,Unknown,Unknown,G - All Ages,13294
23033,Furueru Kuchibiru,6.71,Hentai,OVA,Unknown,Unknown,Rx - Hentai,4634
23037,Bakumatsu Rock,6.05,"Action, Music, Comedy, Historical, Shoujo",TV,Summer 2014,Studio Deen,PG-13 - Teens 13 or older,3213
23043,Re Boot,7.05,"Drama, Music, School, Slice of Life",Music,Unknown,Unknown,G - All Ages,7776
23047,Tennen Koi-iro Alcohol,6.84,Hentai,OVA,Unknown,Unknown,Rx - Hentai,5624
